song_id;song_name;artists;danceability;energy;loudness;speechiness;acousticness;instrumentalness;valence;tempo;artist;artist_gender;artist_popularity;popularity;artist_region;artist_category
1M2nd8jNUkkwrc1dgBPTJz;Angels;{'2HcwFjNelS49kFbfvMxQYw': 'Robbie Williams'};429;594;-6251;277;156;495;236;15022;Robbie Williams;M;75;70;Europe;Solo
0X0zDB7RqpWOIwCHGr2Whu;Reality;{'3grHWM9bx2E9vwJCdlRv9O': 'Kenny Chesney'};315;925;-4507;117;296;642;415;185305;Kenny Chesney;M;78;45;North America;Solo
08mG3Y1vljYA6bvDt4Wqkj;Back In Black;{'711MCceyCBcFnzjGY4Q7Un': 'AC/DC'};31;7;-5678;47;11;965;763;188386;AC/DC;M;86;81;Australia;Band
1z7FW0nlEBGtQWQ19kz7qp;I Got It From My Mama;{'085pc2PYOi8bGKj0PNjekA': 'will.i.am'};888;777;-6262;505;961;314;876;118998;will.i.am;M;77;46;North America;Solo
61IBpJ6TymrEwd7bz3oPNp;She's A Rainbow - Full Version / With Intro;{'22bE4uQ6baNwSHPVcDxLCe': 'The Rolling Stones'};472;75;-10434;371;415;206;529;109251;The Rolling Stones;M;84;57;North America;Solo
76QJgXPE3oc1cnkE4PFHEn;Together Forever;{'0gxyHStUsqpMadRV0Di1Qt': 'Rick Astley'};702;933;-11876;491;519;128;896;115115;Rick Astley;M;68;60;Europe;Solo
1f5RdIJUf77kjfkExJxR9f;Ball Of Confusion (That's What The World Is Today);{'3RwQ26hR2tJtA8F9p2n7jG': 'The Temptations'};536;842;-5324;676;211;0;832;80556;The Temptations;M;74;47;North America;Band
5lFDtgWsjRJu8fPOAyJIAK;Back To Back;{'3TVXtAsR1Inumwj472S9r4': 'Drake'};635;472;-3869;511;898;0;373;174008;Drake;M;99;68;North America;Solo
17Yq72h0p15OhCbZ5lJ5gd;Bickenhead;{'4kYSro6naA4h99UJvo89HB': 'Cardi B'};884;814;-5333;303;154;167;907;155938;Cardi B;F;92;63;North America;Solo
0J3nckOfR9lwUdGdsPnXUX;Shaggy Dog;{'3BSIAYwiStOqzTuq0wZu1V': 'Mickey Lee Lane'};624;869;-8394;381;149;0;887;104813;Mickey Lee Lane;M;11;8;North America;Solo
1mP8BJQBRZWjSQLVmxQEyG;There'll Be Sad Songs (To Make You Cry);{'5IDs1CK15HegSAhGEbSYXo': 'Billy Ocean'};563;458;-7673;305;748;0;259;79738;Billy Ocean;M;66;48;South America;Solo
61RnPNHdba0aB7Itq2qCut;Out Here Grindin';{'0QHgL1lAIqAw0HtD7YldmP': 'DJ Khaled'};0.646;0.829;-1.953;0.147;0.0119;0;0.344;175.972;DJ Khaled;M;84;46;North America;Solo
1xzBco0xcoJEDXktl7Jxrr;Mo Bamba;{'2RDOrhPqAM4jzTRCEb19qX': 'Sheck Wes'};729;625;-5266;315;194;986;261;146034;Sheck Wes;M;74;81;North America;Solo
7BhYvR5JIfzeQqcezhQy0X;A Little More Love;{'4L1danWWAgSc0b7nBgY9CB': 'Juliana Hatfield'};597;504;-9091;247;912;403;884;100011;Juliana Hatfield;F;35;26;North America;Solo
0vcT13qWuKSfVYelY6aAWa;Love's Made a Fool of You;{'5OVa9YQofeQkzTCq2MtUxQ': 'Cochise'};518;557;-9551;296;236;117;744;10072;Cochise;M;13;0;Europe;Band
4U8hMes3PqpsLJBeMXD71p;Turn On The Lights;{'1RyvyyTE3xzB2ZywiAwp0i': 'Future'};596;574;-9373;212;409;0;439;131075;Future;M;90;54;North America;Solo
1pzJboOZaDNwshBnOlNh3a;1+1;{'6vWDO969PvNqNYHIOW5v0m': 'Beyoncé'};303;384;-7342;339;381;514;261;63345;Beyoncé;F;91;57;North America;Solo
1wVtRjpBb8dnpZC8XSlmiy;Walking on Thin Ice;{'2s4tjL6W3qrblOe0raIzwJ': 'Yoko Ono'};647;672;-7913;374;21;497;37;127962;Yoko Ono;F;51;19;Asia;Solo
3GfRG3kflfGnbb2MrZVcyT;Two Occasions;{'7ohSq6OUvkH1hkslgXfGMi': 'The Deele'};563;706;-7908;501;124;379;584;170038;The Deele;M;40;32;North America;Solo
0Ku4H5iDJZnsClOF16le4g;Lorelei;{'4salDzkGmfycRqNUbyBphh': 'Styx'};329;76;-12994;828;32;109;406;149653;Styx;M;67;31;North America;Solo
3EgWpwzy2wfsluBvd6UzBV;I Gotta Keep Dancin' - Keep Smiling;{'6pFsfSCmKyG28Cyj5QMIFY': 'Carrie Lucas'};753;726;-10904;419;215;289;853;124574;Carrie Lucas;F;30;23;North America;Solo
7tKyXCUKLNmPCXQey1mElL;Muskrat Love;{'35U9lQaRWSQISxQAB94Meo': 'America'};402;279;-16474;298;898;291;534;180565;America;M;72;38;Europe;Band
3VZmChrnVW8JK6ano4gSED;Sexual Healing;{'3koiLjNrgRTNbOwViDipeA': 'Marvin Gaye'};805;601;-97;579;119;129;746;94382;Marvin Gaye;M;79;69;North America;Solo
1BwXaobGZPdN2BaY5FwZhf;Batman Theme;{'2W9dD4SfW7p19JtzRgWGjz': 'The Marketts'};442;847;-961;366;111;89;861;146888;The Marketts;M;40;16;North America;Band
2UvNLOTxhyfJn01oDXJ6Wh;On The Way To The Sky;{'7mEIug7XUlQHikrFxjTWes': 'Neil Diamond'};396;341;-10193;268;393;163;842;94692;Neil Diamond;M;73;9;North America;Solo
4XRkQloZFcRrCONN7ZQ49Y;Give Up The Funk (Tear The Roof Off The Sucker);{'5SMVzTJyKFJ7TUb46DglcH': 'Parliament'};717;665;-9503;523;659;0;774;105693;Parliament;M;60;60;North America;Band
0EQuu6hyNACWI7LT7N5pRv;U Should've Known Better;{'6nzxy2wXs6tLgzEtqOkEi2': 'Monica'};753;516;-5164;308;191;0;826;122019;Monica;F;67;45;North America;Solo
3WMzfjSjsBPZWVZmkVklw9;When You Dance I Can Really Love;{'6v8FB84lnmJs434UJf2Mrm': 'Neil Young'};56;681;-8463;258;166;146;77;9868;Neil Young;M;74;13;North America;Solo
6fUvgSLjEFcm2pHOJnF997;Smarty Pants;{'20v3nhzoeaO2WvDSCdY0f4': 'First Choice'};72;715;-14355;263;369;0;36;113859;First Choice;F;38;12;North America;Band
5s4catxeZsaWFnOrvrXZHf;That's the Way It Is;{'4S9EykWXhStSc15wEx8QFK': 'Céline Dion'};634;886;-5424;434;154;0;577;9304;Céline Dion;F;78;65;North America;Solo
5CXnIPD6rTjszYYQm6fY2P;Dirt;{'3b8QkneNDz4JHKKKlLgYZg': 'Florida Georgia Line'};554;875;-4185;487;661;159;543;121976;Florida Georgia Line;M;84;62;North America;Band
6YD6bjlPkuNr4SJ59AB6K4;Then You Can Tell Me Goodbye;{'5QsUbpxSE8lCZ5ga5rnD22': 'Eddy Arnold'};443;291;-15376;269;439;213;51;97511;Eddy Arnold;M;47;20;North America;Solo
3OcQkcvTcohs8vO8Rd3sKF;The Humpty Dance;{'7jocoSCuCtpCxCI6IbP8ye': 'Digital Underground'};813;693;-8;266;341;0;618;103508;Digital Underground;M;61;61;North America;Band
1i2LC3Qc4rqTyyKQloxb0T;Tea for Two;{'5s1WKkWyMzhGnLZ0ClgyTN': 'Nino Tempo & April Stevens'};583;663;-7536;296;493;0;94;97005;Nino Tempo & April Stevens;M;27;3;North America;Solo
5FPnjikbwlDMULCCCa6ZCJ;Daughters;{'0hEurMDQu99nJRq8pTxO14': 'John Mayer'};674;413;-7816;274;837;191;503;124895;John Mayer;M;86;67;North America;Solo
1cpfmw3jjpyKOuQmrRvQdq;If You Should Sail;{'47tJI3B6xj6qglwGW6DG4d': 'Nielson & Pearson'};675;599;-9217;394;2;101;895;94474;Nielson & Pearson;M;16;26;North America;Band
4GlpFVMLsfibHZMyP0uCLd;Cleanin' Up the Town;{'0pA7zSeXbEzpeLDbDNhDer': 'The Bus Boys'};574;696;-14097;352;369;113;882;95244;The Bus Boys;M;30;32;North America;Band
198ZUHID7Kznj8htumgPgP;Spring Rain;{'6BdtDEvFGMhoxuYDGmk82h': 'Silvetti'};596;833;-8566;419;491;841;882;113181;Silvetti;M;26;29;South America;Solo
3GXo1eWlT2flv4x01l5OTu;Disco Inferno;{'1zgNpeHQe8GulzfVkYP2VK': 'The Trammps'};676;704;-8534;329;362;709;812;129594;The Trammps;M;57;52;North America;Band
6eVAEqfTAe6FmPcwY7hhnG;Ain't No Way To Treat A Lady;{'0Sq7oGrYEe0BDmb13wgjOO': 'Helen Reddy'};49;319;-14069;384;732;237;334;80181;Helen Reddy;F;48;29;Australia;Solo
6Nd6ntkzr4t8o1FKPGOSMt;Here I Go Again 87 - 2018 Remaster;{'3UbyYnvNIT5DFXU4WgiGpP': 'Whitesnake'};292;823;-6763;407;117;779;244;89939;Whitesnake;M;71;67;North America;Band
6b2oQwSGFkzsMtQruIWm2p;Creep;{'4Z8W4fKeB5YxbusRsdQVPb': 'Radiohead'};515;43;-9935;369;102;141;104;91841;Radiohead;M;81;79;Europe;Band
38svIEZx14taLmeQQfMFDv;The Woman with You;{'3grHWM9bx2E9vwJCdlRv9O': 'Kenny Chesney'};55;664;-7161;348;672;431;273;139933;Kenny Chesney;M;78;43;North America;Solo
4vhVDkSx9RSb2k6mWFMYNI;You're My Best Friend - Remastered 2011;{'1dfeR4HaWDbWqFHLkxsg1d': 'Queen'};51;76;-6995;411;148;116;55;118829;Queen;M;92;65;Europe;Band
07FkzikE6FuHIa8Ma7zJGc;Lie;{'6fOMl44jA4Sp5b9PpYCkzz': 'NF'};753;66;-6542;133;161;0;182;95003;NF;M;90;76;North America;Solo
3oUutrmodGmQNgZAJW1BrC;Latin Active;{'7AyywyUcQP99oit737gZK2': 'Lighter Shade Of Brown'};909;699;-62;143;306;0;785;120011;Lighter Shade Of Brown;M;47;18;North America;Band
0yhxBvedRdGxsPZHJNI4VA;I Thought About Killing You;{'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'};752;396;-7932;411;867;0;417;116016;Kanye West;M;91;61;North America;Solo
4KkzkMg3wMqezfHYNPlVy8;You All Dat;{'67FFKYikvTlvsPNk4NPOYJ': 'Baha Men'};713;963;-3979;12;247;0;631;12382;Baha Men;M;54;28;North America;Band
4hsyw2yfhsrKd4qolsxHcO;Run It!;{'7bXgB6jMjp9ATFy66eO08Z': 'Chris Brown'};867;491;-7493;47;145;0;2;100991;Chris Brown;M;94;30;North America;Solo
5FXOEdfNW7nYQrBWtW49Cl;When You're Mad;{'21E3waRsmPlU7jZsS13rcj': 'Ne-Yo'};654;564;-7186;235;304;0;451;86948;Ne-Yo;M;81;54;North America;Solo
6QNrmIiwwsvkL0GFkV2Cfq;Ego;{'3PhoLpVuITZKcymswpck5b': 'Elton John'};555;578;-8862;504;302;141;463;152142;Elton John;M;86;20;Europe;Solo
1KBjifqsh2RyE4vBGq6bXD;Let Me Be Your Lovemaker;{'0PDqlUGugF5Jt6DZyATvfz': 'Betty Wright'};747;496;-11314;408;341;116;969;105107;Betty Wright;F;54;16;North America;Solo
5Iy2Jj87Ha0C0IBlNE1I4y;The Days;{'1vCWHaC5f2uS3yhpwWbIA6': 'Avicii'};59;724;-3278;439;4;407;526;127059;Avicii;M;89;65;Europe;Solo
4UAKpv6eVYDCHShbKRnwub;Baby, Come And Get It;{'2kreKea2n96dXjcyAU9j5N': 'The Pointer Sisters'};0.884;0.95;-6.194;0.0461;0.184;0.00331;0.961;124.041;The Pointer Sisters;F;68;14;North America;Band
1zayuwd1YLZsYDArkruHdL;The Heart Part 4;{'2YZyLoL8N0Wb9xBt1NhZWg': 'Kendrick Lamar'};672;434;-15218;765;501;125;54;129209;Kendrick Lamar;M;90;48;North America;Solo
7HgvOarjz4hTGBssqQyNlV;San Franciscan Nights;{'70tMW5bZT3TJUa1CWtfVkq': 'Eric Burdon & the Animals'};729;232;-19717;477;241;512;386;92546;Eric Burdon & the Animals;M;43;31;Europe;Band
5LME1QLKHnNtrIITsZBT9J;To Share Your Love;{'17kU4eEW33U7UfY8JIOsBi': 'The Fantastic Four'};282;464;-7406;296;271;9;476;7174;The Fantastic Four;M;26;2;North America;Band
6Qoa1kEcbOAxw4vQYDPijk;Taos New Mexico;{'4Yg38CnYMoN09sMLf6KDdW': 'R. Dean Taylor'};591;903;-3765;324;46;115;961;73598;R. Dean Taylor;M;37;12;North America;Solo
3J8zkekpRJfZiLZ1aNoxmA;My Little Red Book;{'3Q6OOkfssqoMSTtl11J5Uk': 'Love'};752;67;-7828;313;764;0;713;100526;Love;M;57;14;North America;Band
2Na0z2gfN67Rzf0vp74Wi3;Lose You;{'3TVXtAsR1Inumwj472S9r4': 'Drake'};519;576;-9162;414;736;0;373;87983;Drake;M;99;56;North America;Solo
3egChKZ4fIbZpiL98dx49h;The Eyes Of A New York Woman;{'0uUNzXylqsZdmFDwdxaP1V': 'B.J. Thomas'};416;329;-14984;322;487;0;421;135323;B.J. Thomas;M;53;18;North America;Solo
5jDnI5jmAqpvKwmpXP7VSj;But For The Grace Of God;{'0u2FHSq3ln94y5Q57xazwf': 'Keith Urban'};666;7;-6083;267;131;0;644;104021;Keith Urban;M;76;45;Australia;Solo
7ngLY64yLCFIRaybpIYKJz;Save a Horse (Ride a Cowboy);{'0oBEeN6BCxEgMogzThqrPf': 'Big & Rich'};7;896;-2276;191;108;0;817;102065;Big & Rich;M;63;59;North America;Band
5ZDL1Ap2Mwhk5xhmQ41Ei2;Boom! Shake the Room;{'1mG23iQeR29Ojhq89D5gbh': 'DJ Jazzy Jeff & The Fresh Prince'};792;964;-5405;154;698;0;621;99771;DJ Jazzy Jeff & The Fresh Prince;M;62;50;North America;Band
1BsW6G8T2QhG5RYykq58AF;That's What She Gets for Loving Me;{'0XKOBt59crntr7HQXXO8Yz': 'Brooks & Dunn'};635;572;-449;291;116;0;285;127206;Brooks & Dunn;M;74;34;North America;Band
1mxERjEtTEARLDYCysFARp;I'll Do For You Anything You Want Me To;{'3rfgbfpPSfXY40lzRK7Syt': 'Barry White'};723;818;-9027;344;911;314;876;133138;Barry White;M;69;36;North America;Solo
2nmaEzFZrSm2aMLtfJDzyG;Werewolves of London;{'3mY9Ii0cL5SQxpOTAm8SHx': 'Warren Zevon'};749;614;-10594;264;372;286;878;103868;Warren Zevon;M;59;53;North America;Solo
0R5nPSbAqQoNjKBByWnN95;Highway Song;{'10rzK0sLCXsUlDhl8ed0MV': 'Blackfoot'};342;819;-6885;524;562;338;537;127102;Blackfoot;M;51;50;North America;Band
2W4GlbNvz67c0FBA8lQMbp;Player's Holiday;{'23zijH6m9I846Pnj5t7nCN': 'T.W.D.Y.'};851;732;-5056;129;325;914;648;92003;T.W.D.Y.;M;20;22;North America;Band
4B208pKDVh0ScvZpAdkH8X;The Greatest Romance Ever Sold;{'5a2EaR3hamoenG9rDuVn8j': 'Prince'};844;449;-6873;409;372;954;574;90025;Prince;M;77;30;North America;Solo
3UMqQ1QTgvAj8FTQMoNPfk;The Snake;{'2RwV62DIxFGEn8aWO3iaMM': 'Al Wilson'};548;464;-14469;414;361;0;925;148191;Al Wilson;M;43;34;North America;Solo
2SbsvihBJmgNKZ4qkXFWrp;More Than Words;{'6w7j5wQ5AI5OQYlcM15s2L': 'Extreme'};414;127;-14846;348;501;0;269;182713;Extreme;M;66;72;North America;Band
20JrcZW9Djp70GZyFRrAfl;Johnny B.;{'7uhvDINTTiD0XBrP9fquN1': 'The Hooters'};473;855;-6221;293;136;45;521;91744;The Hooters;M;53;45;North America;Band
6BWRvw630R8z2vNMok6quI;Justify My Love;{'6tbjWDEIzxoDsBA1FuhfPW': 'Madonna'};705;821;-7085;128;244;684;456;99642;Madonna;F;82;48;North America;Solo
0s6OWiWGuiCcm1Muzch5A8;Fix a Drink;{'60gmlHZmT16wiO9GiXKYK9': 'Chris Janson'};563;887;-5013;857;297;0;794;15805;Chris Janson;M;68;62;North America;Solo
7mLlVDKxxdBSMEKG9W6XfW;Little Green Apples;{'4nZN9kln8toEzOifhWG2uF': 'Patti Page'};367;204;-16898;352;802;243;645;9661;Patti Page;F;48;34;North America;Solo
6c8skuzxoXoJycQPpNpqrj;Reach Out, I'll Be There;{'6V6WCgi7waF55bJmylC4H5': 'Gloria Gaynor'};0.645;0.597;-12.989;0.0305;0.00384;0.00000179;0.88;121.838;Gloria Gaynor;F;67;29;North America;Solo
5FaEcfEtueN3Sb5FT1YYcJ;A Better Love;{'0gcMPgunYh4rX1UOdvZKBn': 'Londonbeat'};609;675;-13948;37;749;225;735;96032;Londonbeat;M;54;29;Europe;Band
5NzPBOUmOGAlRV8HQWvIgi;Alvin Stone (The Birth and Death of a Gangster);{'17kU4eEW33U7UfY8JIOsBi': 'The Fantastic Four'};65;726;-8832;908;591;255;961;123512;The Fantastic Four;M;26;6;North America;Band
2ZzBI5Qz6KxkA5JKqRIXak;Killer Cut;{'1S13vhyLwvbDAPjYdFdJIQ': 'Charlie'};544;857;-9225;744;931;166;845;151518;Charlie;M;17;1;Europe;Band
7nMOVwLCnpU7aKMqMfBRWU;Dancin' Fool;{'0cQuYRSzlItquYxsQKDvVc': 'The Guess Who'};639;538;-15815;379;438;959;54;118976;The Guess Who;M;63;7;North America;Band
2RWFncSWZEhSRRifqiDNVV;Run To You;{'3Z02hBLubJxuFJfhacLSDc': 'Bryan Adams'};561;811;-6157;265;515;36;635;126593;Bryan Adams;M;78;64;North America;Solo
71WAtDcWVYMoCsblD2uQXx;Chasing Pavements;{'4dpARuHxo51G3z768sgnrY': 'Adele'};621;473;-607;251;312;0;325;80027;Adele;F;85;61;Europe;Solo
1MHgV79MSYE6ymNlGa3bRY;I'll Never Fall in Love Again;{'2JSjCHK79gdaiPWdKiNUNp': 'Dionne Warwick'};676;339;-13805;509;717;977;756;136882;Dionne Warwick;F;65;55;North America;Solo
3vy7oksJ5n5MjFuEhXKBmz;You Gotta Believe;{'4046bnFxFJdLEtG7F2qXaV': 'Marky Mark And The Funky Bunch'};744;806;-8839;828;106;258;886;112034;Marky Mark And The Funky Bunch;M;49;24;North America;Band
2lESR3q3ZdMYKHYsdfK4rz;The Deeper the Love;{'3UbyYnvNIT5DFXU4WgiGpP': 'Whitesnake'};577;662;-799;252;835;161;544;105012;Whitesnake;M;71;50;North America;Band
0Cwl389eg6mvLxcaAbV24Z;Someday Soon;{'5yzE49FicYiSxN61oaxkNn': 'Judy Collins'};568;428;-10036;285;621;155;421;117115;Judy Collins;F;52;30;North America;Solo
7lM1UzajLd21s1ZuRfpGgA;Break Up To Make Up;{'2O0Hw1WSMbskB5tD9aWah3': 'The Stylistics'};591;265;-12399;243;949;214;334;79515;The Stylistics;M;58;27;North America;Band
46NGAvL695VnbcSeTmQWmM;Sparks Fly;{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'};601;786;-304;301;451;0;408;114975;Taylor Swift;F;97;54;North America;Solo
0ZZQrGFYTX4mP1qwBE1lCw;Taurus;{'57GVLfjMebK2uiZn3wHUN8': 'Dennis Coffey'};609;84;-1182;421;492;585;89;112467;Dennis Coffey;M;29;5;North America;Solo
2mUnSn7NDQ3xEVdERedT7s;Laid Back Love;{'0mpVqJaKwg11LdSRrvI0PL': 'Major Harris'};66;407;-13284;647;106;375;689;113004;Major Harris;M;32;0;North America;Solo
0EWJ1KT2q3RdbdQIUYqZsp;Two Doors Down;{'32vWCbZh0xZ4o9gkz4PsEU': 'Dolly Parton'};694;698;-941;86;645;243;867;98338;Dolly Parton;F;75;46;North America;Solo
2r3oMDiiTwssuXfIHDJ0cq;It's All In The Game;{'7fIvjotigTGWqjIz6EP1i4': 'Four Tops'};559;392;-12812;265;315;173;809;92424;Four Tops;M;70;38;North America;Band
2SgTwQEOydHi4E75TyWkhu;The Sun and the Rain;{'4AYkFtEBnNnGuoo8HaHErd': 'Madness'};612;781;-5182;296;442;399;755;142602;Madness;M;66;25;Europe;Band
2xPtKy64Fu3T87e5AWtVI9;Mame;{'09L3cUdx0hq6qn5bKuJJ4I': 'Herb Alpert & The Tijuana Brass'};71;567;-9394;399;481;334;749;149319;Herb Alpert & The Tijuana Brass;M;54;19;North America;Band
4XRUKxDIn28c7uHEzbGFgj;More Than That;{'5rSXSAkZ67PYJSvpUpkOr7': 'Backstreet Boys'};58;729;-6705;287;102;0;483;80061;Backstreet Boys;M;81;55;North America;Band
4bHsxqR3GMrXTxEPLuK5ue;Don't Stop Believin';{'0rvjqX7ttXeg3mTy8Xscbt': 'Journey'};5;748;-9072;363;127;0;514;118852;Journey;M;78;78;North America;Band
2SbfD7KzIACVOdcEm3sNLl;Cavalleria Rusticana;{'3l994DG3WHfCv5AmYnSdkp': 'Joel Diamond'};0.287;0.637;-9.274;0.0377;0.0294;0.595;0.344;69.952;Joel Diamond;M;1;0;North America;Solo
0ovaa13vJCUVDq0U2cCWnZ;Hi-Heel Sneakers;{'3Hu7yAx1kVULnXjSznYZRf': 'Tommy Tucker'};629;492;-731;574;551;779;801;8116;Tommy Tucker;M;22;9;North America;Solo
2lxfnTyWxW381PXDm9Mg77;Impulsive;{'1yMYjh77WgOVafRkI50mim': 'Wilson Phillips'};657;76;-8613;298;171;551;71;107872;Wilson Phillips;F;58;37;North America;Band
7JQewUMic1DudLQV1TgYg4;White Tee;{'0VKTLKamj4IH8OfQbUL0kq': 'Dem Franchize Boyz'};862;563;-8318;387;2;0;741;162001;Dem Franchize Boyz;M;53;20;North America;Band
6WUrAfQ9XlOAM6tO1YbtAj;Wake Up;{'2S9W9aSAd7e5mp8WqWxN2h': 'Hilary Duff'};631;827;-465;423;622;181;304;120823;Hilary Duff;F;61;35;North America;Solo
25HkrlrxZIigR7Q60FYKie;The Show Must Go On;{'4FAEZeJcsYYBkNq2D3KGTV': 'Three Dog Night'};385;667;-11103;569;147;166;731;202981;Three Dog Night;M;63;29;North America;Band
6GdX30E1389PWOcayiiPQE;Take Ya Home;{'7352aRY2mqSxBZwzUb6LmA': 'Bow Wow'};855;831;-3333;238;308;178;942;93972;Bow Wow;M;65;33;North America;Solo
26lj3zeDMDBlMACa8vG15v;Dedication;{'2xF3oyNYc0sGqrq96ilTYa': 'Les McKeown Legendary Bay City Rollers'};369;819;-7557;104;365;0;36;138572;Les McKeown Legendary Bay City Rollers;M;2;0;Europe;Band
0PWgAyoxsjwGRuFSO0fyya;Better Than Revenge;{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'};511;924;-3105;956;141;281;569;145871;Taylor Swift;F;97;49;North America;Solo
1s8MNZEUhMRlCJiFzHCkTY;This Is Me;{'5glaXGC2Bpd4z4HsVhzhjN': 'Dream'};662;926;-5202;156;632;328;918;78053;Dream;F;39;35;North America;Band
08xlLweLEvZYaKgD1SFhJc;It's Late - Remastered 2011;{'1dfeR4HaWDbWqFHLkxsg1d': 'Queen'};293;691;-5245;575;19;4;513;182256;Queen;M;92;53;Europe;Band
7phS4S15qLjPC7JlFnzWql;So Long;{'1adRKMcWd0Ek17ANQOaCbd': 'Phajja'};0.726;0.454;-8.528;0.0253;0.432;0.00168;0.545;79.913;Phajja;F;10;8;North America;Band
7if0VkmcVzQjpbpXl8MOjw;Love Makes the World Go Round;{'1MAzauDIpGIacm1p6x2zQe': 'Deon Jackson'};666;337;-12904;511;717;0;593;121128;Deon Jackson;M;24;23;North America;Solo
6ElbEXlLbjWiRgzS1HpM2J;Hey Girl Don't Bother Me;{'4FSD5qtm70EBsOiLMN2eEe': 'The Tams'};787;265;-16518;4;639;169;864;113703;The Tams;M;40;39;North America;Band
2S2dKZqymLiKM89JtQX2ki;Lot Of Leavin' Left To Do;{'7x8nK0m0cP2ksQf0mjWdPS': 'Dierks Bentley'};578;878;-3434;287;112;146;693;118029;Dierks Bentley;M;75;42;North America;Solo
2BVP9jZHtbpwOhHwenyvHs;Twisted (feat. Lil Jon);{'3Y365ZqTf6fJ4ZcRnLKPGt': 'Gorilla Zoe'};897;838;-6392;291;519;0;597;125026;Gorilla Zoe;M;58;27;North America;Solo
3k0h2g42N7CInuIKT9p33P;Precious Declaration;{'4e5V1Q2dKCzbLVMQ8qbTn6': 'Collective Soul'};529;866;-5053;391;321;117;759;107544;Collective Soul;M;64;43;North America;Band
3APayTEWiUl9Ssep4BOXR2;Torn;{'0dlOr0VIysztGWvU1dpjmP': 'Natalie Imbruglia'};559;928;-304;355;746;556;599;96315;Natalie Imbruglia;F;66;67;Australia;Solo
2dLLR6qlu5UJ5gk0dKz0h3;Royals;{'163tK9Wjr9P9DmM0AVK7lm': 'Lorde'};616;432;-9546;133;106;0;302;84778;Lorde;F;79;75;Australia;Solo
7FT7qUTOQE4XO6PNZPE0av;Why Can't You Come Home;{'0z7tUGeMYFFjeDNZOsGrvP': 'Ex-Girlfriend'};777;47;-13376;412;754;729;712;103452;Ex-Girlfriend;F;7;6;North America;Band
14zj5jZTzV1MN8pQAR730z;Dark Horse;{'7FIoB5PHdrMZVC3q2HE5MS': 'George Harrison'};625;683;-12494;455;955;418;722;95628;George Harrison;M;72;43;Europe;Solo
41PWz0hAiU9FqsmjR9Wh62;Lovers And Friends;{'3ciRvbBIVz9fBoPbtSYq4x': 'Lil Jon & The East Side Boyz'};675;501;-6183;22;541;0;532;139861;Lil Jon & The East Side Boyz;M;66;61;North America;Band
4L9VA69sfZKK5HAs5zP22I;I'll Give All My Love to You;{'2r09Inibex3C4ZNTUVSG3m': 'Keith Sweat'};62;514;-7948;417;431;0;453;140062;Keith Sweat;M;62;48;North America;Solo
3vJ4c4lcaQek9P2lduDi5P;Ain't Too Proud To Beg;{'22bE4uQ6baNwSHPVcDxLCe': 'The Rolling Stones'};59;743;-9768;365;565;151;926;128987;The Rolling Stones;M;84;25;North America;Band
6axMYslmXafutnnaF10BE9;Fallen;{'4NgNsOXSwIzXlUIJcpnNUp': 'Sarah McLachlan'};275;658;-6968;429;221;0;211;77993;Sarah McLachlan;F;65;27;North America;Solo
3JffB4CABj9lA0NC63kbCp;She's Got a Way with Words;{'1UTPBmNbXNTittyMJrNkvw': 'Blake Shelton'};616;697;-5952;295;326;218;68;14893;Blake Shelton;F;78;56;North America;Solo
6BCVKcZhk5M1mHBvfOrDUK;Hang on Now;{'0f3kLT4wvi2mFHlHJgV8Hl': 'Kajagoogoo'};593;589;-12444;401;323;115;764;120292;Kajagoogoo;M;49;26;Europe;Band
6EMEfT9B5rDiz6DLl8cj51;Just Too Many People;{'78udmCDNaDu5jqfVnBqwia': 'Melissa Manchester'};642;515;-14729;39;999;201;551;124033;Melissa Manchester;F;45;6;North America;Solo
6zeDYmP3ARpURvpK29Q09P;Someday;{'4uN3DsfENc7dp0OLO0FEIb': 'Sugar Ray'};745;682;-439;287;105;862;938;110857;Sugar Ray;M;66;55;North America;Band
2wAJTrFhCnQyNSD3oUgTZO;Work Out;{'6l3HvQ5sa6mXTsMTB19rO5': 'J. Cole'};831;427;-6903;106;531;0;216;93004;J. Cole;M;91;72;North America;Solo
40CyW3KQQVcVCDijEMtq12;Fallen Angel;{'3CDKmzJu6uwEGnPLLZffpD': 'Frankie Valli'};462;542;-8143;338;238;0;255;139881;Frankie Valli;M;62;25;North America;Solo
0OMmiWMwsCNtpQ5aP6fdp9;These Are The Times;{'1255GTUKNCLCTvH9ctD4cT': 'Dru Hill'};717;483;-9314;284;13;0;352;109961;Dru Hill;M;60;50;North America;Band
2z4U9d5OAA4YLNXoCgioxo;What the Hell;{'0p4nmQO2msCgU4IF37Wi3j': 'Avril Lavigne'};578;926;-3689;548;472;127;877;149976;Avril Lavigne;F;80;70;North America;Solo
36mCPzCbnDVSfvh5KHGutc;Anything But Mine;{'3grHWM9bx2E9vwJCdlRv9O': 'Kenny Chesney'};501;496;-9469;317;337;0;364;14806;Kenny Chesney;M;78;43;North America;Solo
30IBbNzTzqPyYU2VxFtHRs;Top of the World;{'2cnMpRsOVqtPMfq7YiFE6K': 'Van Halen'};544;795;-8771;297;27;243;791;127967;Van Halen;M;76;34;North America;Band
